id,label,attribute,attributeNum
73,有可能因为时长问题删减了部分片段，使得剧情几个点有bug。整部剧节奏紧凑，没有一点浪费的片段，全程高能。我以为会有第二部，可是在电影最后十分钟还是快速结束了黄饼问题。有几处血腥的画面，少儿不宜。不同于一般的个人英雄主义，红海更强调团队合作精神。,comment,1
91,"场面很震撼，配乐恰到好处。狙击手黄景瑜出场拽酷帅，译哥和海清姐演技还是一如既往的好。
林超贤导演拍的电影真的真的很炸，爆破场面挺多的。谢谢导演和演员们的努力，谢谢你们能让中国电影历史上加上这道重彩！",comment,1
96,比战狼2好看的太多了，并无个人英雄主义，没有靠爱国主义圈钱，而且环环相扣，让人紧张的没时间去思考有些细节到底合不合理。子弹的特效很赞👍唯一一点的缺陷就是，是不是有点血腥了？血腥的确可以满足观众们的重口味,comment,1
106,看了超前点映，意外的精彩，二刷了IAMX。没有那么多个人英雄和国族情绪，战斗情节的专业度和观赏性都已经是国片最佳水平，堪称世界级。剧本是减分项，人物代入感弱，也许是有意要维护军人形象，不去探讨人性话题，比如傲慢狙击手，冲动记者和保守指挥官都是经典的可以发挥的人物。总体瑕不掩瑜。,comment,1
107,林超贤导演真的太棒了！国际水准，走心之作！很久没有看到这样的院线片了，赞赞赞！,comment,1
113,没有对比就没有伤害，没有战狼2的存在，这片子也就是是三星到四星的水平。林超贤导演在某种程度上就是影片质量的保证！,comment,1
114,出乎意料的好看，而且好看哭了（真的哭了）。本来心里很抵制这种带着有政宣色彩的题材，但其实并没有用力渲染、过分夸大。爆炸、动作场面连贯精彩，演员表演基本在线（除了黄景瑜的台词一言难尽）。砰砰砰、啪啪啪、轰轰轰，合格好看的战争片！,comment,1
117,看电影前先看了预告片，预期中跟《黑鹰坠落》类似，看了电影后，没想到比预期还好看，国产片拍的这么宏大壮观燃爆的场面，确实有点意外，导演牛逼，演员们表演也很出色，张译和海清表演都跟到位，狙击手黄景瑜也很亮眼，反派狙击手也很精彩,comment,1
122,近年国内战争题材里最为突出的作品，虽然故事线索零碎人物弱，但是通过剪辑和配乐配合强撸节奏得以瞒天过海。海军军方的大力支持使得影片军事物料质地史无前例硬气，同时也让如此血腥暴力的画面尺度得以过审。虽是主旋律，但毕竟是港导，跪舔的不是那么凶狠。类型片而言，该片已经达到良好水准。,comment,1
127,全程无尿点，基本没什么文戏，就是不断攻克新任务，紧张刺激，但说实话没有强心脏的话看下来也会有点累。突出团体合作，平均戏份，所以人物塑造有点平，但还是有亮点。比战狼高级太多，喜欢。,comment,1
129,感觉每个人物都特别讨人喜欢，有那种年轻军人青涩但坚定的稚嫩感。看得很过瘾，情绪一直被剧情牵动着。我觉得红海行动才是真正意义上的爱国主义宣传片，没有个人英雄主义，没有让人嗤笑的自我意淫式“大国崛起”，最后根据真实故事改编这最后一刀补的我简直肝肠寸断。,comment,1
130,就电影本身讲，真不错。利落干练，毫不拖沓，沙子血浆弹片脑浆溅观众满身满脸。但是细思极恐，我方都是射击机器人，唯上级是从，对方都死有余辜。名义是救人质，实际却是“强者无敌，杀光算完”。黄饼争夺戏更像为展示更多军备和技能硬加上的剧情。夏楠的法籍华人身份巧妙规避了对国内新闻自由的讨论。,comment,1
131,有了战狼2的吃螃蟹经验， 只要敢放开手搞，我们还是可拍出上乘的军事动作电影，全片从头打到尾，无论是细节，剧情承接，可观赏度，都青出于蓝，有钢锯岭的画面，有拯救大兵瑞恩的故事，黑鹰坠落的战斗，有勇者行动的胜利凯旋，为了救一位中国公民，人民子弟兵真的是抛头颅洒热血，激发人强烈的爱国热情,comment,1
142,1.炸裂！相同题材的华语片估计短时间内难以超越，连续两个多小时的狂轰乱炸，丝毫不给喘息的机会，时间真是太紧迫了，也让人看得太过瘾了；2.一些血腥的、暴力的镜头、场面，尺度算是挺大的；3.导演功力相当了得，华语爆炸型大片的担当；4.某几个演员演得不错，情绪拿捏到位。,comment,1
146,与其说电影，更像军事记录+军教科普+征兵广告。把蛟龙的所有业务项目拍了个透彻，全程啪啪啪高能。情节紧凑，场面更是没得话说。可惜剪辑有很大的问题。械斗之外的戏剧冲突差，女记者这条线假，海清演技也没上线过。沙尘暴处就该ending，黄饼应该扣下悬念拍续集的嘛。,comment,1
150,一直都很喜欢林超贤导演的作品，湄公河行动我觉得非常燃，没想到红海行动更燃更爆，场面很大非常震撼，林导真的很用心。也要给每个演员点赞，特别是黄景瑜饰演的狙击手顾顺特亮眼，个性鲜明让人印象深刻，他在影片中的表现让我有点惊喜，很有潜力。再来就是蒋璐霞女中豪杰，酷爆了，表现的特别出色。,comment,1
157,导演水平还是很稳，有进步，电影看得全程热血澎湃，超级热血，演员表现也很好，居然发现黄景瑜还不错，比很多流量鲜肉强。,comment,1
158,爽！燃！爆炸！荷尔蒙！简直不敢相信是国产片！真实度是国产战争片的新高度！比战狼大概高了10个档次！从头打到尾！要什么剧情？！,comment,1
160,可以预见，林超贤在未来一段时间里都会是解放军御用导演。如此背景下的林超贤也没有让人失望，大量的血浆、断肢甚至给你来数次特写，尺度极大。天台攀爬、巷战多种场景的战争场面都拿捏有度，极其过瘾。从头到尾宣传主旋律却又不让人感到刻意，这本事足够让吴京喝一壶了。但若不加强文戏迟早会审美疲劳,comment,1
165,三星半。缺少了神采的东西，进入了标准的订制阶段。记者本来是很厉害的设置，可惜人物先行了，这个角色并没有该有的深度和广度。另外小队中还在原地踏步着，只做到了职能之分，未做到个性之分。全片托出一个蒋璐霞也是很单调的存在。中间那段“他们国家这么乱”还是稍微有一点反战意识的，可惜结尾败光,comment,1
171,成熟度非常高的商业电影作品！节奏、配乐、演员、动作、剧情样样精彩，主旋律插入也在合理范围。没有炒作，低宣传力度，不找流量明星，费用花在制作本身上，这都是国产电影积极的地方。战争就是如此血腥、残忍，中国电影急需分级。红海＞＞湄公河＞＞战狼2。,comment,1
177,片子全程都很燃 很热血的良心之作  令我感到意外的演员是杜江  第一次看他演硬汉型人物 很惊喜啊演技很好，但是电影画面尺度太大血肉横飞不适合带老人孩子看，太血腥了，大过年的。 春节还是看点轻松愉快的吧 但是片子质量还是不错的啦  ,comment,1
180,华语战争片林超贤已经无出其右了，依旧没有忽视主要人物性格的刻画。街巷戏，换人戏，狙击戏，坦克戏都非常紧张。相比来说还是张译演技更炉火纯青，海清只要跟他搭，就都没有其它时候尴尬。杜江也惊喜。女兵简直帅到爆炸，只要不开口。几处都想到比利林恩，能看出对战争对当兵的反思而不是一味爱国。,comment,1
185,后面的剧情很糟心，但这种主题的电影我不会给低分就是了。,comment,1
195,看得掉眼泪……电影是假的，演员死一百次，我也能控制情绪。但想到现实中，的确有无数军人，在危机重重之地为我们付出青春和血汗，就觉得残忍至极。我真的没有理由不珍惜……,comment,1
201,林超贤导演的现代战争片满分。高山荒漠、街头老巷，惊心动魄、令人震撼的大场面镜头比比皆是。张译的“我们带你们回家”、黄景瑜的“要扛、一起扛”、蒋璐霞的重负也让我们感觉到影片的真诚、真实与感人。影片不拖沓、全程剧情紧凑，处处燃点、处处看点，让人不自觉投入其中，堪称上佳之作！,comment,1
209,忘掉战狼吧，华语最好的反恐战争片来了，没有之一。演员，调度，剪辑，动指，包括血腥尺度，跟好莱坞比也不相上下。林超贤比起吴京更明白一部优秀的战争电影什么是必需的，什么是可以精简的，超过100分钟不喘气的战争戏，五个任务惨烈逐层升级，且吸收了全球现代战争题材诸多优秀电影和游戏的长处。,comment,1
217,从不看这种题材电影的人觉得燃爆了。为黄景瑜点赞，演技好了不少！终于不被封杀了😂希望越来越好。另：如果过分追求真实说这是牛逼轰轰的话，麻烦去看纪录片吧，想必更适合。【 24 ／ 2018 】,comment,1
219,确实不错，主旋律难得不说教，能动手就不吵吵，特技真实音效震撼，台词不多演员到位，真枪实弹血肉横飞，比湄公河有全面进步，就是硬度过高，堪比《黑鹰坠落》，推荐接受力强的青壮年观看，春节合家欢慎重，带两个老太太看IMAX，一个中途震出场，一个场内懵圈。（小朋友也免了吧）,comment,1
233,好看～其实中国所有类型的故事（除了农村题材）都很欠缺，一个早已看惯了的标准故事，换成中国面孔和背景就会自动加分，就很吸引人。中国作者大有可为。另外，这个故事也是很有个性的，不扯和平，也没有多少背景和人物前传，就凭视听细节吸引观众，用军迷的考证让观众津津乐道。这不就是酷炫的电影吗。,comment,1
243,可以看出钱都用在了道具布景化妆这些上面，战斗场面确实很爽一路打到尾，不过剧情硬伤很明显，救人质与抢黄饼两条线时长分配严重失衡，到最后看看时间再看看剧情发展一度以为要拍第二部。最终只能以强行黑吃黑来结束，最终效果看来还不如干脆舍弃其中一条线。主旋律渲染得不至于让人反感，不错.,comment,1
245,导演！冷静！冷静一下！导演算了算了……哎哟导演您别这样！咱不至于！……,comment,1
258,整部影片节奏紧凑，剧情饱满，张弛有度，几个给恐怖分子的笑容特写镜头令人心中惊颤，脑海里只剩下四个字，亡命之徒。影片中夏楠和佟莉两个女性角色各有其才，男性角色的戏份也分配均匀，团队感很强，体现的是战争而不仅仅是战斗。除了一些伤疤的穿帮镜头外很难找到太多需要苛责的地方。,comment,1
262,全程无尿点，节奏紧凑，真实故事改编成功的范例，演员演技到位。每时每刻都在为队员们担心，希望他们都能活着回来，石头和庄羽死的时候好难过。,comment,1
264,坊间评价湄公河行动：超牛剪辑+良心豪华场面+无尿点节奏=好莱坞水准商业电影。外国喷子说是mekong delta force，情节老套；《红海行动》水准比湄片更好莱坞，战争场面更牛逼，剪辑连贯（湄公河稍跳脱），演员都超努力（海清拼啊），故事情节不精巧？我理解是为了拳拳到肉：时间有限，老铁，干就完了,comment,1
271,剧情很紧张紧凑。建议不要带未成年观看。国内应该尽快建立电影分级。,comment,1
275,没有对比就没有伤害啊。这是我印象中看过的最好的主旋律，那啥宣传片吧。某部满意，投资人满意，观众也基本满意，体制内导演应该好好学学，调度什么的可能不是一两天学得了的，至少先学会不喊口号，别让人反胃。,comment,1
277,大年初一只有红海行动有座位，没想到真真的挺不错，枪枪到肉，燃爆了，就是太血腥了，看演员表没想到还有黄景瑜，真没看出来这么硬汉~,comment,1
278,黄景瑜的角色姓顾旁友们！导演非常懂了！请加鸡腿谢谢！,comment,1
288,北上最成功导演林超贤是也。以及，海清的演技在哪里?,comment,1
292,小细节令人感动，军人们把防弹衣都给了老百姓，邓梅又把防弹衣给了小女孩，邓梅想让军人们穿防弹衣。这部电影除了让我们看到军人的精神以外，还把他们的其他身份都拍了出来。暗恋队友的男人，担心队友伤势但又得先顾及小女孩。对于他们而言，信念高于个体的追求，但导演把个体的追求拍了出来，觉得挺好,comment,1
300,不错，特效，镜头切换各方面起码不错，有点类似黑鹰坠落。湄公河行动后，林超贤导演作品还是值得期待！个人觉得海清不太适合夏楠这个角色，不过想了半天也没想到其他合适的。,comment,1
301,林超贤导演最近的作品都挺不错的，这次也没有让人失望，虽说整个故事在真实事件基础上改编，为电影的可看性故事有一定程度的复杂以及夸张成分在，主旋律的意味也很明确，海军威武！但整个过程还是看得比较热血沸腾和紧张的，整个气氛的调动还有几个鲜肉的表现还是挺不错的，唯一的女兵更是帅到爆炸。,comment,1
302,考虑到我给湄公河打了四星，所以这部也是四星。林超贤很聪明，这次第三板斧比湄公河好很多，但是前两板力道就弱了些。其实全程都可以用伪纪录片模式拍，现在拍人物和拍环境的手法是割裂的，很难受。胜在真实故事改编，情绪上会少很多叫嚣式的“民族自豪感”。,comment,1
310,由北上香港导演拍的主旋律，林超贤应该是把路子走通了，上次是公安的湄公河，这次是海军的红海。最喜欢的是山地战狙击手对峙的部分，通过各个队员各司其职的平行剪辑，交代出每个人的故事线，调度厉害。二刷之后再加一星，每个人物特点都鲜明，兵种配合丝毫不乱。,comment,1
311,技术细节已经非常厉害，气氛渲染，反派气场，都很到位，可以说是此类国产片前无来者了。不过可能由于某些限制，战士都比较高大全，人物塑造上有些遗憾。幕间节奏中断的感觉也很强烈。,comment,1
315,绝对是春节档最燃最硬的类型片，直接摒弃文戏一路血肉横飞到底，不突出个人英雄主义，群戏调度超级棒，几条线索几方人物就在枪林弹雨中都交待清楚了，战争场面宏大，震撼……而且题材原因观影中有效的隔绝了熊孩子，五星推荐！主旋律+类型片拍成这样基本到头了,comment,1
322,好燃啊，剧情很棒，就是有些画面有些血腥，猝不及防就吓一跳。棒,comment,1
331,3.5 我觉得这应该是春节档最优质的电影了，全程神经紧绷，全程炸炸炸把剧情炸得有些支离破碎，前面叙事有些混乱，中后段开始抓人眼球。遗憾的是排片真的很少，选择了一家效果一般的影院，3D糊得眼睛疼(┯_┯),comment,1
333,R级片！非常血腥了。不同于同类型战狼二的全程高潮观赏疲劳，导演镜头运用很棒，整部影片的暴力美学非常好看，在主旋律扣住的情况下，这部片子表现的太棒了。不过3D效果除了秀子弹，并没有意义啊,comment,1
338,扬我国威，林超贤导演拍得很好。就是情节有点太碎了，没有适当过度，有点联系不上。两条主线都讲述的有点潦草，撤侨由于抢黄饼的这个超额任务被打得断断续续，气氛受影响挺多的。,comment,1
341,观影感受：1.国产主旋律电影已经无可厚非地上了一个大档次；2.特效水平已经不会再让人想砸屏幕；3.不靠喊口号说教打动人，反而在大主题下不经意小点缀的儿女情长更为动人；4.不说张译张涵予，生面孔的几个主演简直帅到没朋友，特种兵军服酷炸；5.海清的那几句阿拉伯语有模有样，还是土语～,comment,1
342,真实事件改编 标准的大片制式打造。剧本不错 细节尤其是战斗部分刻画很见功力（相较湄公河依然有进步）诸位演技不赖 几乎不出戏 难能可贵。角色设定上并未突出单独形象 偏向群像式塑造 视作海军部队半官方宣传片也没问题。整体而言 诚意很足。最后 希望分级制度早点制定实施...,comment,1
352,可能是节奏压太紧，小毛病不少，但整体完成度非常棒。人物塑造点到为止，基本够用，场面调度全面超越湄公河，实拍真炸确实好看。最难的的是，在紧迫又持久的动作戏中，仍然能看到一张一弛的节奏控制。红海能好，这点功不可没。,comment,1
353,还可以的一部电影，剧情不错。但是特效渲染的有点小夸张，而且我觉得超级血腥，表示有点接受不了。战狼二是因为它的特效太好所以有点接受不了，而红海是因为太血腥了。,comment,1
355,与湄公河行动同一导演，比湄公河场面更残暴。血腥场面特别真实，小朋友勿看。完爆之前口碑高的战狼二，比起看吴京一个人耍帅与病态的各种炒作，这部电影均衡的人设，全程的交战才是真正的了不起。感谢中国军人！,comment,1
363,非得跟战狼踩一捧一么？那个说这种类型的只要一部就够了的请别脸大，我就希望多来几部。不过文戏依旧是硬伤，海清那条线和前期的演技太用力。什么时候影片的价值观能植入得更不动声色，就赞了。最后一定要说，全员全能型帅炸了帅炸了！PS：恐怖分子的小狙击手演得真好，以及这部据说是内行看门道。,comment,1
367,电影主题依然是壮我国威，剧情非常紧凑，战争画面真实刺激，就是太过血腥，虽说战争本是如此，然而影视就是艺术加工的成品，小孩不宜观看,comment,1
369,颠覆了我对主旋律题材的认知，对比之“陆空”两部更愿意承认红海真正意义上提供了一种全新打开国产战争片的方式。克制冷静，每一条线都有迹可循，每一个人物都自成章法，甚至成功打动了像我这种对枪战题材、爱国情怀、民族情感免疫的人群，翻阅评论时仍觉得意犹未尽。好看，忍不住想发朋友圈的那种。,comment,1
372,很燃很热血，场面到位，扬我国威，通关游戏式剧作，剧情设计想起十月围城来了，喜欢那个小狙击手,comment,1
379,"算是华语战争片里程碑之作了，中国终于拍出一部可以媲美欧美水准的战争片，虽主题内涵稍有些平面化，但瑕不掩瑜，尤其对比战狼2这种YY出来的片子。
PS: 黄景瑜的台词和演技都烂得hin尴尬，还不如那个穆斯林的狙击手小孩演得好，全片最大槽点之一",comment,1
389,电影本身在国产片里值4星，多一星给导演突破自己拍出国产片最大尺度，也让人们意识到战争不是儿戏，军人们也是普通人。动作场面等优点在湄公河的基础上有一定进步，不过保留了湄公河“开头惊艳，结尾乱成一锅粥看得人疲乏”的缺点。总的来说值得一看，但是儿童和心理脆弱者不宜。,comment,1
390,战争场面真实血腥，人体组织残肢随处可见，真实程度国产院线中无出其右，大年初一看略感不适。坦克大战出彩，翼装飞行刺激，男女主惺惺相惜无关爱情，战友情含蓄内敛令人动容，不乱喊口号不强行升华，老戏骨中生代小鲜肉集体飙戏演技炸裂，138分钟无尿点与雷区，全程沉浸在眼腺与肾上腺素交替。,comment,1
396,3.5吧～说不定春节档最佳。林超贤在这里非常大胆，不过这种大胆也是来自背后的力量支持。群戏拍得还可以，有几个细节处理还算有脑，几个小配角的人物成长立得不错。尹昉不错啦，可惜被外形限制，走不了人气路线。,comment,1
403,我军终于在北上导演协助下打出了黑鹰坠落的效果，叙事和影像调度实在是太像射击游戏了，真的不考虑联系cod出个红海行动特供中国市场吗……最后机枪妹扛起毒刺的时候我直接在脑子里复习了操作流程...,comment,1
406,军事题材、主旋律向、商业类型片，大场面大尺度大爆破。全程突突突突剧情胡扯，地上手雷随便捡，但确实很硬，很燃，很直男，这就足够了，应该差不多是国内最高水准同类型制作了。,comment,1
408,这是导演的作品，导演对场面的掌控力太强大了，编剧只是工具吧,comment,1
409,看评论区军事迷你来我往好不热烈。那作为非军事迷想说，感觉就是看了一场大型军备演练，燃是燃，但从电影角度来说剧情处理一般般，要表达的东西太多了，看完很累，我的爱国情感没什么时间去落脚。精致的爱国爆米花电影。,comment,1
413,今年春节档最佳影片，燃爆了。从逆战到湄公河行动再到红海行动，林超贤的场面越来越大，越来越火爆。说他是动作片华语导演第一人不为过吧？,comment,1
415,从故事到场面，特效乃至其所体现的内核都比战狼2好多了。不同于战狼2小粉红英雄主义，红海行动体现的是团队的协作和作为一个军人的风骨。饰演顾顺的黄景瑜表现很惊喜，沉寂两年终于从上瘾的影子中走出来，值得嘉许,comment,1
427,林超贤只用了不到两年的时间就完成了自己对[湄公河行动]的全面超越，并把同类型的国产电影提升到了一个全新的高度。如果吴京真的想拍[战狼3]的话，建议他先从林超贤的副导演做起。,comment,1
445,可能要展示的东西太多，两个多小时并不够，剧情紧凑，因为故事情节不复杂，没什么需要铺垫的，就是干，最喜欢被迫击炮伏击那一段枪战戏，扣人心弦，还有排片明显少于捉妖记和女儿国这种烂片,comment,1
448,从开场到结束都被军舰好帅！军姿好帅！航拍太酷！调度牛逼的赞叹堵住了嘴。国产片里难得详细展现战略部署地形利用武器使用，信息量巨大，两次狙击较量也堪称经典。有着国产片里前所未有的血腥残酷战争场面，断肢横飞。战士腹背受敌目睹人们死去的无奈，让《战狼》对比下显得像喜剧。期待林导下一部。,comment,1
450,挺好看的，演员演的很到位，但是剧情有点薄弱，而且有点害怕😨,comment,1
456,完全陷入剧情，紧张紧凑，竟然都忘记带着3d眼镜,comment,1
457,最让我惊喜的一部华语战争片，不论是从细节还是剧情的真实性真的让人不得不征服。全片剧情很紧凑，紧张的程度让人喘不过气。佩服林超贤，佩服编剧，也佩服那么努力的拍戏的演员们！,comment,1
467,看完湄公河后就很期待红海，林超贤带着国家支援越拍越带劲233，去局座节目的时候感觉局座特羡慕他拍这片哈哈哈哈。希望后续还能有空军篇。演员阵容不是特别满意，但可以忽略。希望国泰民安，世界和平，减少伤亡，我们的军人不会有更多牺牲。,comment,1
470,海清的演技真浮夸，分分钟让人想揍她,comment,1
472,受众估计是军迷群体，看海报就知道了。海军真有钱啊，请的导演也比空军高到不知哪里去了。剧情有槽点，镜头人物配乐都很不错。本片除了在国产战争类型片上有贡献外，恐怕对唤起国人重视电影分级制度也有影响。那些因为觉得是主旋律而打一星的人，呵呵了。,comment,1
478,卖点还是爱国主义情怀。有点血腥，全场无尿点，这么多大场面能够看得出导演废了不少功夫和心思。看这种军事片无需太多矫情情感的渲染，我觉得不错。,comment,1
480,不错~剧情够流畅，爆点够密集，尺度也够大！至少比起战狼看着真实多了~,comment,1
491,这个场面太震撼了，满足了我所有关于打斗的期待，导演和全组人都辛苦了。,comment,1
499,影片较为真实地反映了战争的血腥与残酷，没有手撕鬼子/裤裆藏雷的神剧情和开外挂的主角光环：一个人敌不了几十上百号人，丢回手榴弹的代价可能是被炸断一条手臂。而当看到被炸得血肉模糊的尸体，副队长把死者的断指接回去又用土掩埋等，则更是体现战争的残酷，是即便身为特种部队军人也难以接受的残酷,comment,1
501,文戏显然差火候 有尬聊但各人物性格特点塑造得还是不够鲜明 促使我这个看国外战争片都不脸盲的人居然有点分不清 武戏很不错了 如果黑鹰坠落 猎杀U-571 13小时是iPhone的话 红海大概是三星 战狼是小米,comment,1
502,超真实 导演和演员都值得敬佩 初三去帝都二刷,comment,1
506,当初听说太血腥了，就没有马上看，拖着拖着终于看了。是挺血腥的，战争没有不血腥的。剧情很棒，很热血。战争很残酷，好在我们背后有一个强大的祖国。最后的中国南海画面特别棒。,comment,1
509,感谢豆瓣观影团给的这次提前点映机会，让我提前看到了这部等了好久期待好久的电影。林超贤导演果然是好，拍出了大片的场面，很燃！几乎是从头打到尾，比战狼2不知好了太多。中国的军事题材电影就应该这么拍才好，不要那么多个人英雄主义的虚假做作，而是拍出质感来。,comment,1
517,是动作片！有缺陷，也有视觉疲惫的部分，但后半段营救人质非常厉害！比《战狼》好的是没有刻意塑造金刚不坏的英雄形象，反倒着力人物群像，林超贤更证明了不是所谓的武器升级，大炮导弹狂轰滥炸就更厉害，而是如何编排，运镜，控制节奏，扬长避短！#家长们长点心，不要带孩子来看，这场就好多吓哭的#,comment,1
520,不好看就是不好看，这是个人感受，和爱不爱国什么没关系，我始终觉得如果电影只是为了炫技巧和看爆破，真的没必要花这么多钱，还是要把故事讲好，不论是不是真实故事改编，都需要讲节奏和方式，而不是宣贯，看完记不住人物和台词，只记住爆破，我不觉得这是一个好的作品，至少我自己欣赏不来。恩。,comment,1
521,战狼+湄公河 不足20%的文戏 全程炸炸炸 人物没一个能立起来的 林超贤这次想表达的太多 却用了重复感严重的叙事手法 如果这是为了迎合内地观众青睐节奏紧张的大场面、以为直男电影会再次掀起票房高潮的话 那真的是有所误解了 而且片子的血腥程度 放到春节档实在不合适 中国主旋律为何只有荷尔蒙和重武器,comment,1
522,没有呼喊中国非洲妈妈了，场面虽夸张有漏洞，但还算厉害，没法加入各方政治交易就干脆从头炸到尾。在蛟龙突击队独闯龙潭这段重头戏，编剧显然没能为一次性解决黄饼危机算清楚可翻转的剧情，于是不得不画蛇添足，在营救人质主要任务完成后，来上那么一条狗尾。没载人质也不追击的坦克战也毫无存在必要。,comment,1
523,林超賢借主旋律資源大玩類型，上天入海，規模數倍升級了自己曾經的《神枪手》《重裝警察》，製作能力上遠拋《戰狼》，並不刻意販賣民族主義。證明香港電影導演今時今日仍舊充滿執行力和活力，深入異地仍能打出一片天的蛟龍部隊不就是香港電影人嗎？人物和感情的積弱是老毛病，血腥場面太多不宜,comment,1
527,难以想象这部电影会有这样的高分。除了画面镜头和各种装备，其他乏善可陈。情节转化突兀，拼接痕迹严重。人物先后转变也有点莫名其妙。想描写很多人，结果主次不分，没写好任何一个人。这不是一个完整的故事，这是一个拼盘。整体成熟度上远逊色于战狼2。,comment,1
537,简单粗暴型的动作大片，确实很拼命很刺激。但是因为文戏的过分缺失，人物以及人物之间的关系都没能得到展现；甚至段落与段落之间有严重的拼凑感。,comment,1
543,强烈呼吁电影分级，血糊糊烂肉镜头太多了。必须强调不适合小朋友看！！！海清还是有点尬，张译演得很不错。巨型官方军力宣传片最后还是海军赢了。剧情不能多想，感觉玩游戏的人看了会很熟悉……看完之后午饭果断吃素了,comment,1
545,作为电影而言，毫无叙事章法，人物塑造。。。只有感官刺激了。,comment,1
552,像在拍纪录片，没有一点节奏感，剧情没有起伏，突突突了两个多小时。群戏完全没拍好，人物性格不突出，作为电影真的不合格。,comment,1
