source,target
2056,5
2057,2
2058,2
2058,4
2059,2
2060,5
2065,3
2066,4
2072,7
2073,2
2073,5
2074,4
2075,2
2078,6
2079,4
2080,6
2083,4
2088,7
2091,2
2092,4
2094,2
2095,7
2096,5
2098,2
2099,2
2099,4
2105,5
2112,3
2112,4
2114,2
2116,6
2118,2
2122,2
2122,6
2122,7
2124,2
2125,6
2126,6
2126,7
2127,5
2127,6
2132,4
2138,4
2138,6
2140,7
2142,4
2147,6
2148,3
2148,4
2150,6
2150,7
2153,2
2155,4
2166,3
2167,2
2167,6
2167,7
2168,3
2168,5
2169,4
2176,4
2176,5
2179,7
2180,2
2180,4
2189,6
2190,3
2191,4
2191,6
2193,4
2198,6
2199,2
2202,4
2202,5
2209,2
2209,4
2209,6
2210,7
2213,2
2213,7
2217,4
2220,2
2220,5
2221,3
2222,1
2223,6
2230,4
2234,5
2234,6
2236,2
2236,6
2240,2
2240,4
2248,2
2249,6
2254,4
2255,6
2257,4
2259,6
2259,7
2260,5
2260,6
2263,4
2263,7
2265,2
2267,6
2276,4
2276,7
2278,6
2279,2
2279,3
2279,6
2286,6
2286,7
2293,7
2298,5
2299,6
2299,7
2300,2
2301,1
2303,3
2303,5
2305,6
2308,2
2308,6
2309,2
2311,2
2312,2
2312,5
2312,7
2316,6
2317,3
2328,4
2330,4
2331,3
2332,2
2332,4
2335,2
2340,5
2345,2
2345,5
2347,5
2347,6
2348,2
2348,7
2350,6
2353,6
2354,5
2358,2
2359,6
2361,5
2363,2
2363,4
2363,6
2365,2
2368,6
2370,2
2370,3
2373,3
2377,2
2382,5
2386,5
2389,6
2389,7
2390,2
2399,5
2399,6
2401,5
2402,6
2402,7
2403,2
2405,2
2406,2
2409,2
2410,6
2415,4
2417,2
2418,7
2419,6
2425,7
2426,5
2428,2
2429,6
2430,7
2435,1
2435,4
2437,4
2439,6
2439,7
2440,2
2441,5
2442,5
2444,7
2446,1
2446,6
2453,4
2453,7
2455,5
2463,4
2464,6
2466,4
2466,6
2467,2
2471,5
2471,6
2474,4
2478,7
2484,4
2484,5
2484,6
2486,6
2487,3
2489,6
2489,7
2491,2
2491,3
2498,2
2499,7
2504,2
2504,6
2505,6
2505,7
2513,6
2513,7
2518,2
2519,5
2520,4
2520,6
2525,2
2527,4
2533,2
2533,5
2535,2
2538,4
2546,2
2552,4
2554,7
2558,6
2559,2
2559,6
2573,6
2574,6
2576,5
2579,5
2582,5
2582,6
2585,5
2585,6
2586,4
2586,6
2586,7
2589,7
2593,2
2596,7
2599,5
2604,6
2605,5
2605,7
2608,4
2610,2
2617,4
2626,5
2629,5
2631,2
2631,4
2635,6
2636,2
2653,6
2660,6
2662,6
2663,2
2663,7
2669,2
2672,2
2682,6
2683,4
2687,4
2692,2
2692,3
2692,6
2692,7
2701,3
2701,4
2701,5
2701,6
2703,2
2705,6
2706,2
2709,5
2709,6
2710,6
2714,3
2717,2
2718,5
2718,6
2718,7
2719,6
2721,2
2724,3
2726,5
2726,6
2726,7
2728,6
2729,2
2731,3
2731,5
2734,3
2736,2
2737,2
2738,2
2738,4
2738,6
2740,2
2740,4
2741,5
2742,4
2748,2
2748,6
2749,6
2756,5
2760,5
2761,7
2763,2
2765,5
2766,7
2770,4
2779,6
2779,7
2780,6
2780,7
2781,3
2781,5
2795,5
2797,5
2797,6
2801,3
2811,5
2816,4
2819,2
2825,3
2827,4
2830,2
2831,4
2832,2
2837,6
2845,4
2846,3
2858,2
2860,2
2860,6
2869,5
2871,6
2872,2
2872,4
2876,2
2877,5
2880,3
2882,2
2885,4
2892,5
2892,6
2892,7
2893,3
2893,5
2893,6
2893,7
2894,6
2896,5
2897,2
2898,5
2899,7
2900,5
2905,4
2910,3
2910,5
2911,2
2913,2
2914,5
2919,4
2932,2
2932,4
2932,7
2935,5
2937,2
2938,3
2939,4
2939,6
2946,2
2947,5
2948,7
2951,2
2951,5
2958,4
2959,5
2960,6
2963,7
2966,4
2972,2
2973,6
2975,4
2979,4
2985,2
2988,5
2995,6
2996,4
2996,5
2996,6
2999,4
2999,5
3000,7
3001,2
3007,2
3008,1
3011,1
3011,2
3011,5
3013,1
3013,2
3014,1
3015,7
3016,1
3018,5
3019,1
3020,3
3023,3
3023,5
3028,7
3032,3
3033,1
3034,3
3035,6
3036,4
3036,5
3037,5
3038,1
3039,1
3039,2
3040,1
3040,2
3040,6
3040,7
3042,1
3042,2
3043,1
3044,1
3044,5
3046,1
3050,1
3051,1
3052,1
3055,5
3059,6
3061,1
3061,2
3062,2
3064,1
3064,5
3065,7
3066,2
3067,1
3067,5
3068,5
3069,1
3069,2
3069,7
3071,3
3073,1
3077,1
3078,2
3079,1
3079,2
3080,1
3081,1
3083,1
3083,3
3084,2
3085,1
3085,6
3086,1
3086,6
3086,7
3088,1
3089,1
3089,2
3093,2
3093,3
3094,1
3098,2
3098,3
3099,2
3100,1
3100,2
3100,6
3100,7
3101,1
3101,7
3105,1
3105,2
3106,2
3106,3
3106,5
3106,6
3110,1
3110,6
3110,7
3111,1
3113,1
3113,2
3113,7
3114,2
3115,1
3117,1
3117,2
3117,6
3121,1
3121,5
3125,1
3125,2
3125,5
3125,7
3126,1
3127,1
3128,1
3128,6
3130,1
3131,1
3131,3
3132,1
3132,3
3133,1
3133,2
3135,1
3135,3
3138,1
3141,1
3142,1
3142,2
3142,3
3142,5
3144,2
3145,1
3146,1
3146,2
3147,1
3148,1
3148,2
3150,1
3150,2
3150,7
3151,1
3151,2
3151,7
3152,2
3154,1
3154,2
3155,3
3155,5
3156,1
3156,6
3156,7
3157,1
3157,6
3157,7
3159,5
3161,1
3162,1
3162,2
3164,3
3165,7
3166,1
3167,1
3168,6
3170,1
3170,5
3172,1
3173,1
3174,7
3178,1
3178,6
3178,7
3182,4
3184,1
3186,1
3186,2
3186,5
3187,1
3189,1
3189,7
3191,1
3192,1
3192,2
3193,1
3193,2
3195,1
3195,5
3195,6
3196,1
3196,2
3198,1
3198,3
3202,1
3203,1
3203,2
3210,1
3210,2
3215,1
3215,6
3218,7
3219,1
3219,7
3220,3
3220,5
3221,1
3222,1
3222,5
3223,2
3223,7
3226,2
3228,1
3228,2
3229,1
3229,2
3230,1
3230,2
3230,6
3230,7
3231,1
3235,1
3238,1
3238,2
3238,5
3240,6
3240,7
3241,7
3246,1
3246,2
3246,7
3247,3
3249,1
3250,1
3250,2
3251,1
3251,2
3251,5
3251,6
3251,7
3253,1
3253,2
3256,1
3256,5
3257,2
3258,1
3258,6
3260,3
3260,4
3262,1
3263,7
3265,1
3265,5
3265,7
3267,1
3267,6
3268,1
3268,6
3270,1
3270,2
3273,1
3273,5
3273,6
3274,1
3277,2
3278,1
3278,6
3280,1
3282,1
3285,1
3285,7
3286,2
3291,3
3294,1
3294,2
3295,2
3296,3
3297,1
3299,7
3300,2
3300,3
3304,1
3305,2
3305,7
3307,1
3307,2
3309,1
3312,1
3314,1
3315,1
3318,1
3324,1
3324,2
3327,1
3329,1
3329,2
3329,6
3335,5
3336,1
3336,2
3341,1
3341,7
3342,1
3342,5
3342,7
3348,1
3348,2
3348,6
3348,7
3350,2
3354,1
3355,1
3356,1
3357,1
3357,2
3358,1
3360,6
3361,7
3364,1
3365,7
3369,1
3369,7
3371,1
3375,7
3376,1
3376,3
3378,7
3384,1
3387,1
3387,2
3387,6
3388,1
3388,7
3390,1
3392,1
3392,2
3392,6
3394,4
3395,1
3395,2
3396,7
3400,1
3400,2
3401,1
3401,2
3403,1
3403,2
3404,1
3405,7
3406,1
3406,7
3407,1
3407,2
3407,6
3407,7
3408,2
3409,1
3410,7
3414,1
3415,1
3418,1
3418,2
3419,6
3419,7
3421,1
3423,7
3425,1
3426,2
3430,2
3431,1
3436,2
3436,3
3437,1
3441,1
3442,1
3447,7
3448,1
3457,1
3457,3
3458,1
3459,1
3459,2
3461,3
3464,1
3464,6
3466,1
3467,1
3467,2
3471,1
3475,4
3476,1
3477,1
3477,2
3478,5
3480,7
3482,1
3484,3
3485,1
3488,1
3494,1
3496,6
3496,7
3500,1
3501,1
3501,2
3502,1
3503,1
3503,7
3505,1
3505,2
3510,3
3511,7
3512,5
3518,2
3521,1
3522,2
3530,1
3531,3
3532,5
3533,2
3537,7
3538,1
3541,1
3543,1
3543,2
3543,6
3551,5
3553,3
3553,5
3557,2
3557,6
3557,7
3558,1
3558,2
3559,4
3559,5
3562,1
3562,7
3564,1
3565,1
3565,3
3565,5
3567,2
3567,3
3569,1
3569,3
3571,1
3571,6
3572,1
3573,3
3574,1
3574,3
3577,2
3579,1
3579,5
3580,1
3581,1
3581,2
3583,1
3585,1
3590,1
3590,5
3592,1
3593,2
3593,5
3594,1
3597,1
3597,3
3597,4
3600,4
3601,1
3603,3
3603,5
3604,5
3610,1
3610,2
3611,5
3611,7
3613,7
3616,1
3616,2
3617,1
3618,1
3618,2
3620,2
3622,5
3624,1
3624,3
3625,5
3626,2
3632,1
3632,2
3634,2
3634,3
3639,6
3641,1
3643,2
3645,3
3645,5
3649,5
3652,2
3652,4
3653,1
3653,3
3655,1
3655,2
3655,3
3658,1
3658,2
3661,1
3661,3
3664,1
3665,1
3665,3
3667,5
3667,6
3670,1
3670,2
3670,7
3674,7
3675,5
3677,5
3678,1
3681,1
3681,2
3681,5
3683,1
3684,1
3685,3
3686,1
3688,1
3690,1
3690,2
3694,1
3695,1
3695,2
3696,1
3697,1
3697,2
3699,1
3703,2
3703,4
3703,5
3703,7
3707,2
3708,4
3709,1
3711,1
3711,2
3712,1
3712,2
3712,7
3713,6
3714,1
3714,3
3715,6
3718,5
3719,1
3719,2
3724,1
3725,1
3726,1
3729,1
3729,2
3730,1
3731,1
3731,2
3735,1
3736,7
3738,6
3741,2
3744,1
3744,2
3744,3
3745,1
3749,1
3749,2
3749,7
3750,1
3750,2
3751,4
3752,1
3755,1
3755,5
3758,2
3763,1
3767,1
3768,1
3771,1
3771,2
3773,4
3773,5
3778,3
3780,1
3780,7
3781,1
3781,2
3782,1
3783,1
3784,2
3786,1
3786,2
3787,1
3787,3
3789,1
3792,1
3792,5
3794,1
3794,2
3795,2
3797,1
3797,2
3798,1
3798,3
3802,2
3802,7
3803,1
3804,2
3807,1
3807,2
3808,1
3808,4
3808,5
3808,6
3808,7
3809,5
3812,1
3813,3
3816,1
3816,2
3816,6
3816,7
3818,1
3818,3
3820,1
3822,2
3823,1
3824,5
3825,1
3825,2
3825,3
3825,5
3828,1
3828,5
3830,1
3836,1
3837,3
3840,1
3840,3
3841,1
3842,1
3842,5
3846,1
3848,1
3850,3
3851,1
3851,2
3851,5
3851,7
3852,1
3852,3
3853,1
3853,7
3857,2
3858,5
3859,1
3859,2
3867,2
3868,1
3868,2
3869,5
3870,1
3870,3
3871,5
3872,5
3874,3
3874,6
3875,1
3875,2
3877,1
3878,1
3878,3
3880,3
3883,2
3884,2
3888,1
3888,2
3891,1
3891,2
3892,1
3892,2
3894,1
3894,2
3898,5
3899,1
3900,1
3900,2
3900,7
3903,1
3905,7
3909,1
3909,2
3912,2
3913,1
3914,1
3920,1
3920,2
3920,3
3920,5
3920,6
3923,1
3923,6
3923,7
3924,1
3924,6
3924,7
3925,1
3926,2
3928,5
3933,2
3935,5
3938,5
3940,2
3940,3
3941,2
3941,6
3944,1
3946,1
3946,2
3948,1
3948,7
3949,1
3950,6
3955,1
3957,5
3958,5
3960,3
3965,4
3968,1
3968,6
3971,2
3980,1
3980,2
3981,2
3981,5
3983,5
3985,3
3986,1
3986,5
3987,1
3988,1
3989,2
3990,1
3991,1
3991,3
3992,2
3995,1
3995,3
3995,5
3996,6
3997,1
3997,3
3998,3
3999,2
4000,1
4000,2
4000,3
4001,1
4002,1
4004,7
4005,1
4005,3
4006,5
4007,1
4007,2
4009,1
4009,2
4009,7
4010,5
4011,1
4012,1
4012,2
4013,1
4013,2
4016,5
4021,1
4021,2
4021,6
4023,1
4023,2
4023,7
4024,2
4024,3
4026,2
4026,3
4026,7
4027,1
4028,2
4028,7
4029,2
4039,1
4040,5
4041,1
4042,1
4044,1
4044,2
4045,1
4045,2
4045,6
4045,7
4048,2
4049,1
4049,2
4049,5
4060,2
4066,1
4066,2
4066,5
4066,6
4067,5
4067,6
4069,2
4069,3
4070,2
4070,7
4071,1
4071,2
4072,2
4073,1
4073,5
4075,3
4075,5
4077,7
4078,1
4079,1
4079,2
4082,1
4082,2
4083,1
4083,2
4083,3
4083,6
4084,2
4087,2
4088,1
4088,2
4091,6
4091,7
4092,6
4094,1
4094,3
4096,1
4096,5
4098,2
4106,1
4106,2
4107,1
4107,7
4108,2
4110,1
4111,3
4111,5
4112,1
4112,3
4113,3
4113,5
4113,7
4116,1
4116,3
4119,1
4119,6
4121,6
4123,1
4124,2
4124,3
4126,5
4129,1
4131,1
4131,3
4137,2
4138,1
4138,3
4142,3
4144,1
4144,5
4144,6
4145,3
4146,5
4147,1
4150,1
4153,2
4154,1
4154,2
4155,1
4158,1
4158,2
4158,4
4159,2
4162,3
4162,5
4163,3
4163,5
4164,2
4166,1
4167,3
4168,3
4173,1
4174,1
4175,3
4175,7
4179,1
4182,1
4183,1
4183,3
4183,5
4186,5
4190,1
4190,2
4190,7
4191,1
4191,2
4191,3
4199,1
4200,5
4205,1
4207,2
4209,3
4210,1
4211,5
4212,2
4213,1
4213,2
4214,1
4214,3
4217,1
4218,1
4218,2
4219,7
4221,1
4221,2
4227,1
4227,2
4228,1
4228,2
4228,3
4228,6
4230,1
4230,5
4230,6
4230,7
4231,3
4234,2
4235,6
4236,3
4238,1
4238,2
4240,1
4240,3
4241,2
4241,5
4242,1
4242,2
4244,2
4244,7
4245,1
4247,5
4250,1
4250,5
4250,6
4251,7
4255,1
4257,1
4258,1
4259,1
4260,1
4265,1
4265,5
4266,5
4269,1
4269,2
4269,3
4270,2
4271,1
4271,2
4272,6
4272,7
4274,5
4275,1
4275,2
4275,6
4275,7
4278,1
4282,2
4289,1
4289,2
4289,7
4291,1
4293,1
4293,2
4297,1
4297,3
4298,1
4298,2
4298,7
4299,5
4300,7
4301,1
4301,2
4304,5
4305,1
4305,2
4307,1
4307,5
4308,1
4310,1
4310,6
4310,7
4311,2
4312,2
4313,1
4313,2
4313,3
4314,2
4315,3
4317,1
4319,3
4319,7
4320,1
4321,1
4323,1
4324,5
4327,1
4329,1
4330,1
4330,2
4330,7
4331,2
4332,1
4333,1
4333,2
4339,1
4340,1
4341,1
4343,5
4350,2
4350,3
4352,1
4352,2
4353,2
4353,7
4357,1
4361,1
4361,2
4361,3
4361,7
4364,1
4365,1
4366,1
4366,2
4368,2
4370,1
4371,1
4372,7
4377,1
4377,2
4386,5
4387,1
4387,2
4387,3
4387,6
4387,7
4393,1
4393,2
4398,2
4405,2
4409,1
4409,2
4412,1
4412,2
4412,3
4414,5
4417,6
4417,7
4420,1
4420,3
4422,5
4426,1
4426,2
4431,2
4434,2
4435,1
4436,1
4436,2
4436,3
4437,1
4437,2
4437,7
4439,2
4442,1
4442,2
4443,1
4443,3
4443,5
4445,3
4445,7
4446,3
4451,1
4451,2
4452,1
4452,2
4454,1
4454,2
4464,2
4466,1
4466,5
4466,6
4469,1
4469,2
4470,1
4472,2
4473,1
4475,2
4479,1
4481,1
4481,6
4484,1
4484,2
4484,3
4487,2
4488,2
4489,1
4489,2
4490,1
4493,1
4493,5
4494,1
4495,1
4496,2
4497,2
4497,6
4498,1
4498,2
4499,5
4500,1
4500,2
4501,1
4501,2
4501,7
4503,1
