source,target
997,3
998,1
999,2
1002,1
1002,2
1002,3
1002,5
1004,2
1004,3
1004,5
1005,1
1005,2
1007,2
1007,6
1014,1
1014,5
1014,7
1015,3
1016,3
1020,1
1020,3
1022,2
1022,6
1024,1
1025,3
1025,5
1028,1
1029,3
1029,6
1030,3
1035,1
1035,3
1035,6
1036,1
1036,2
1037,3
1037,5
1040,2
1041,3
1041,6
1042,3
1045,1
1045,2
1047,5
1049,1
1049,3
1050,1
1050,6
1055,6
1055,7
1056,1
1056,2
1059,6
1065,3
1067,1
1067,2
1067,5
1070,1
1070,3
1071,1
1073,1
1073,2
1078,1
1078,6
1079,1
1079,3
1079,5
1081,3
1083,1
1083,5
1085,3
1086,1
1086,2
1088,2
1090,1
1095,3
1099,5
1102,1
1105,1
1110,1
1110,6
1110,7
1112,2
1112,3
1113,3
1115,1
1115,2
1115,7
1116,6
1117,1
1117,3
1121,1
1121,2
1123,3
1123,5
1124,3
1125,1
1125,5
1125,6
1126,1
1126,2
1127,1
1127,7
1128,1
1130,1
1132,1
1134,1
1134,2
1136,1
1137,6
1137,7
1141,7
1153,3
1154,6
1156,1
1156,3
1157,1
1160,5
1161,1
1164,1
1167,1
1167,5
1171,3
1175,1
1176,2
1178,1
1180,5
1182,1
1183,1
1183,6
1187,2
1187,5
1187,6
1190,1
1190,2
1190,3
1193,1
1193,2
1193,7
1195,6
1195,7
1196,1
1196,6
1197,1
1197,2
1197,3
1205,1
1205,2
1207,1
1207,2
1210,1
1216,2
1216,6
1216,7
1217,1
1217,2
1219,1
1219,3
1219,6
1219,7
1221,1
1221,3
1223,1
1223,3
1227,2
1229,1
1229,2
1231,1
1232,2
1234,1
1234,2
1242,6
1245,3
1248,2
1256,1
1258,2
1258,3
1264,1
1271,1
1274,1
1275,1
1278,1
1278,2
1279,2
1281,3
1281,5
1282,5
1282,6
1283,1
1284,1
1284,2
1285,2
1285,3
1285,5
1285,6
1286,1
1286,6
1286,7
1287,3
1290,5
1291,5
1296,6
1296,7
1301,3
1303,3
1303,5
1308,5
1310,2
1311,1
1311,2
1315,5
1316,2
1316,6
1318,1
1318,3
1318,5
1321,2
1323,1
1323,2
1328,3
1330,1
1333,4
1339,1
1339,2
1339,7
1340,1
1340,3
1345,1
1345,3
1346,1
1346,2
1347,1
1347,2
1347,3
1351,1
1351,7
1353,1
1353,5
1354,3
1357,5
1358,1
1358,5
1358,6
1359,1
1362,1
1364,3
1364,7
1366,1
1366,6
1376,2
1381,2
1381,3
1382,1
1382,2
1382,7
1385,5
1386,2
1386,3
1387,6
1389,1
1392,3
1395,1
1396,2
1397,1
1397,6
1401,1
1404,7
1405,2
1414,1
1415,2
1415,3
1416,1
1419,6
1419,7
1422,1
1428,2
1430,1
1432,7
1435,3
1444,2
1446,7
1447,6
1451,2
1452,2
1457,3
1460,3
1466,2
1466,7
1469,1
1469,7
1475,1
1475,2
1475,3
1478,1
1478,2
1480,1
1480,2
1482,1
1482,2
1483,3
1485,7
1487,1
1487,2
1488,1
1491,1
1491,2
1491,3
1494,1
1494,2
1496,5
1496,6
1500,1
1500,2
1500,7
1503,4
1506,2
1507,4
1509,4
1509,5
1509,6
1510,4
1512,3
1513,4
1515,4
1516,4
1516,6
1518,4
1519,4
1520,4
1522,2
1523,4
1524,4
1524,5
1525,2
1525,3
1525,4
1525,5
1526,1
1526,4
1528,4
1528,6
1530,2
1530,4
1530,6
1533,4
1534,4
1536,4
1540,3
1544,4
1553,3
1553,4
1557,4
1558,2
1558,4
1560,4
1562,4
1565,2
1565,4
1566,3
1566,5
1570,4
1573,4
1575,1
1575,4
1580,2
1580,3
1580,4
1583,4
1589,5
1593,5
1594,4
1594,5
1600,3
1600,4
1602,4
1603,2
1603,4
1603,7
1604,4
1604,6
1605,4
1606,3
1607,1
1609,5
1609,6
1612,2
1612,4
1614,4
1617,4
1618,4
1621,4
1629,2
1629,4
1631,4
1631,5
1635,2
1635,4
1638,4
1640,4
1642,4
1645,4
1647,4
1648,6
1650,2
1650,7
1653,2
1656,3
1657,4
1661,4
1663,4
1666,4
1669,4
1672,3
1676,3
1678,2
1679,4
1680,4
1680,5
1681,4
1689,1
1690,4
1693,4
1695,1
1695,4
1697,4
1698,5
1702,4
1704,4
1708,2
1712,2
1716,4
1721,5
1722,2
1722,4
1723,4
1725,1
1725,4
1732,4
1735,4
1737,4
1738,3
1738,4
1739,6
1742,4
1742,5
1744,4
1750,4
1752,2
1752,4
1752,5
1754,1
1754,3
1754,4
1755,4
1757,4
1758,4
1765,2
1765,4
1765,5
1766,5
1771,3
1773,4
1775,4
1777,2
1777,4
1782,2
1782,3
1784,2
1784,4
1784,5
1787,4
1787,5
1789,2
1789,3
1789,4
1789,6
1796,4
1797,4
1802,1
1802,5
1803,5
1806,4
1806,5
1808,4
1815,4
1819,4
1822,3
1822,4
1822,5
1823,5
1824,4
1826,3
1828,1
1830,6
1833,4
1834,2
1834,4
1840,4
1843,4
1844,2
1844,4
1854,4
1857,2
1858,3
1858,4
1859,5
1863,5
1866,1
1866,4
1868,6
1869,2
1869,4
1869,6
1873,4
1874,2
1890,4
1891,4
1892,6
1892,7
1896,2
1896,7
1907,7
1908,5
1910,4
1911,3
1911,4
1918,5
1923,4
1923,5
1927,4
1930,3
1933,4
1938,7
1939,5
1941,5
1949,2
1953,2
1954,4
1959,4
1964,2
1964,4
1972,3
1972,4
1975,1
1975,3
1975,4
1987,7
1989,1
1989,2
1989,5
1991,4
1993,2
1994,5
1996,1
1996,4
1996,7
2002,4
2002,5
2006,4
2007,4
2008,4
2013,4
2013,5
2023,2
2024,4
2024,5
2027,2
2031,1
2031,4
2033,2
2033,3
2036,1
2036,4
2040,5
2046,1
2046,4
2056,4
2057,4
2065,4
2068,1
2070,4
2075,4
2079,4
2080,3
2081,1
2081,4
2083,3
2086,4
2087,7
2090,3
2091,5
2095,4
2099,4
2103,5
2106,2
2106,4
2107,4
2113,2
2115,2
2115,3
2115,6
2119,4
2119,6
2132,4
2133,1
2133,5
2135,3
2135,4
2138,4
2140,2
2141,4
2145,2
2145,3
2145,4
2145,6
2150,4
2151,1
2151,3
2151,4
2151,7
2153,4
2156,4
2161,4
2166,5
2170,4
2175,4
2178,4
2178,5
2181,1
2187,3
2194,1
2197,4
2198,6
2200,6
2200,7
2201,4
2206,2
2206,4
2207,5
2210,6
2213,4
2215,2
2221,6
2224,4
2225,5
2226,5
2227,4
2230,2
2230,7
2232,4
2233,4
2235,4
2236,4
2238,5
2239,5
2241,5
2244,3
2244,4
2248,4
2248,5
2251,1
2251,2
2254,2
2254,4
2257,4
2258,4
2260,1
2260,6
2261,4
2263,4
2272,1
2272,2
2272,6
2274,1
2281,6
2289,6
2292,3
2294,6
2301,3
2302,4
2306,5
2309,2
2309,3
2309,4
2310,2
2310,4
2310,5
2318,5
2322,3
2322,4
2327,3
2327,4
2333,1
2338,4
2339,4
2344,2
2345,3
2349,2
2349,3
2349,4
2349,6
2350,4
2351,3
2351,4
2355,3
2355,4
2356,4
2357,2
2358,2
2358,4
2358,7
2366,3
2366,4
2372,2
2372,4
2386,4
2386,5
2386,6
2388,2
2388,7
2389,2
2389,4
2389,5
2390,2
2399,4
2405,1
2405,2
2405,4
2406,5
2412,4
2415,4
2416,4
2417,1
2421,7
2422,4
2423,6
2425,4
2431,6
2436,4
2442,4
2445,4
2453,6
2457,5
2465,2
2468,2
2469,3
2469,4
2470,1
2471,3
2476,4
2479,4
2486,2
2487,3
2490,6
2492,1
2507,4
2507,5
2509,3
2509,4
2510,4
2511,4
2513,1
2524,2
2524,7
2530,5
2531,5
2533,5
2537,4
2539,1
2545,4
2546,3
2549,4
2552,2
2552,3
2553,5
2554,1
2554,6
2561,4
2562,4
2563,7
2564,4
2569,4
2573,5
2579,7
2586,3
2587,4
2589,1
2591,5
2592,6
2593,2
2593,4
2598,3
2603,2
2603,4
2604,5
2604,6
2607,2
2607,5
2613,4
2616,6
2617,2
2618,4
2625,2
2625,3
2626,4
2628,1
2629,2
2631,6
2633,4
2639,2
2639,4
2640,1
2640,2
2644,4
2645,4
2646,2
2646,6
2649,5
2652,4
2656,1
2656,5
2661,4
2662,4
2667,1
2667,4
2669,2
2672,1
2672,4
2673,2
2676,4
2679,4
2679,5
2684,6
2685,3
2685,4
2686,1
2686,4
2693,5
2695,1
2695,2
2696,4
2699,6
2700,7
2701,5
2713,5
2714,5
2716,6
2721,4
2727,2
2727,5
2739,4
2740,5
2743,4
2744,5
2745,4
2747,5
2755,4
2757,2
2763,3
2781,5
2782,2
2782,5
2790,3
2793,4
2794,5
2800,5
2811,4
2811,6
2812,3
2817,1
2817,2
2827,5
2829,2
2830,4
2833,1
2833,2
2833,5
2834,2
2837,6
2844,5
2848,5
2849,4
2850,1
2850,2
2851,5
2857,1
2858,4
2862,1
2862,2
2865,6
2867,4
2871,3
2871,5
2871,6
2875,4
2876,5
2884,5
2888,2
2888,6
2891,7
2892,4
2900,3
2901,5
2903,4
2909,2
2913,4
2921,7
2922,4
2925,4
2926,2
2934,4
2934,5
2936,4
2937,3
2937,5
2937,6
2939,1
2939,6
2952,1
2954,5
2957,4
2960,1
2960,4
2963,5
2977,1
2982,3
2983,2
2998,1
3003,1
3006,1
3007,7
3008,5
3009,6
3013,2
3014,2
3020,4
3021,4
3022,5
3025,5
3028,4
3028,5
3031,2
3031,5
3032,7
3038,4
3038,6
3039,5
3042,2
3044,2
3048,5
3049,1
3049,4
3049,5
3052,6
3058,2
3059,4
3059,5
3064,2
3065,3
3066,1
3066,4
3066,7
3069,1
3076,5
3079,2
3086,4
3086,5
3086,6
3088,3
3088,5
3091,3
3092,4
3097,5
3099,4
3103,6
3108,4
3112,5
3114,4
3114,5
3114,6
3114,7
3116,5
3117,7
3127,6
3131,5
3135,2
3142,4
3146,4
3150,6
3154,2
3157,4
3163,5
3163,6
3164,3
3169,6
3170,5
3174,5
3175,4
3176,6
3177,5
3189,4
3199,7
3204,5
3206,2
3210,5
3210,6
3211,5
3217,3
3221,6
3223,4
3230,5
3232,2
3245,4
3245,5
3247,4
3248,4
3249,7
3252,4
3254,2
3265,4
3265,5
3266,4
3267,5
3272,4
3278,2
3281,5
3281,6
3293,4
3303,2
3303,5
3306,2
3307,3
3307,5
3308,5
3313,4
3318,5
3338,2
3338,3
3340,2
3342,4
3346,3
3348,4
3355,4
3356,4
3359,2
3360,4
3371,1
3376,4
3383,7
3403,2
3409,4
3409,7
3411,4
3415,5
3419,3
3433,5
3437,4
3439,2
3450,1
3454,2
3463,5
3466,3
3470,3
3470,5
3471,4
3476,2
3481,6
3486,4
3488,2
3488,4
3488,6
3500,3
3501,5
3506,4
3506,6
3507,4
3512,3
3512,5
3513,4
3515,5
3516,4
3520,4
3520,5
3521,2
3521,4
3523,1
3523,4
3528,2
3529,3
3529,4
3530,3
3530,4
3532,4
3532,6
3534,5
3535,6
3544,3
3548,2
3549,4
3549,5
3552,4
3553,5
3554,2
3556,6
3558,4
3559,4
3561,2
3561,4
3561,5
3562,2
3562,5
3571,4
3578,5
3580,5
3581,3
3582,3
3584,5
3586,2
3596,2
3596,3
3603,3
3607,4
3610,5
3620,2
3625,7
3626,1
3633,6
3637,2
3640,6
3640,7
3644,4
3647,2
3648,2
3652,4
3652,5
3652,6
3653,4
3655,2
3655,3
3655,5
3656,3
3656,6
3659,7
3664,4
3667,2
3667,3
3667,7
3668,2
3669,2
3672,5
3676,1
3677,3
3679,2
3679,4
3684,2
3687,4
3688,2
3692,2
3692,4
3700,4
3701,5
3704,3
3704,4
3705,5
3706,3
3706,4
3706,5
3711,1
3713,5
3720,4
3720,5
3721,5
3729,5
3732,7
3734,5
3734,6
3735,4
3735,6
3737,4
3737,6
3739,4
3741,4
3746,3
3746,4
3750,5
3752,2
3760,3
3761,5
3768,4
3768,5
3771,2
3774,2
3774,3
3774,7
3776,4
3783,3
3796,1
3796,5
3799,4
3805,4
3806,5
3808,2
3812,4
3813,4
3813,5
3814,4
3816,3
3816,5
3816,7
3819,4
3837,1
3837,5
3838,7
3840,4
3842,5
3843,1
3843,3
3852,4
3853,2
3853,5
3854,4
3860,7
3869,1
3873,4
3882,2
3886,3
3886,4
3887,4
3890,5
3892,5
3897,5
3899,4
3915,5
3916,5
3919,1
3921,4
3922,2
3922,3
3922,4
3928,1
3947,3
3953,2
3960,5
3965,5
3972,6
3974,5
3980,2
3981,3
3985,3
3985,4
3989,2
3989,4
3990,2
3994,3
3996,5
4000,6
4001,4
4005,2
4005,3
4008,1
4009,2
4009,4
4012,5
4013,5
4016,6
4017,3
4017,4
4019,5
4020,3
4024,4
4026,4
4027,2
4032,3
4034,4
4035,4
4036,2
4038,5
4045,5
4047,4
4047,5
4048,4
4049,3
4052,3
4056,3
4056,5
4064,5
4064,6
4066,4
4067,5
4068,5
4070,4
4071,5
4072,2
4073,3
4073,4
4073,6
4076,3
4083,2
4083,3
4084,4
4084,5
4086,5
4090,2
4095,2
4096,5
4100,3
4102,2
4106,4
4106,5
4107,4
4111,2
4112,5
4113,1
4115,4
4117,1
4119,5
4122,4
4122,5
4125,4
4126,4
4128,4
4130,2
4132,3
4133,2
4139,4
4140,5
4148,3
4148,4
4150,5
4152,3
4154,5
4155,5
4157,3
4158,2
4158,5
4160,6
4162,4
4164,4
4169,4
4170,4
4176,4
4177,3
4186,3
4186,5
4186,6
4191,4
4191,5
4194,5
4197,5
4199,2
4211,3
4212,5
4213,2
4215,4
4225,3
4230,2
4230,3
4231,2
4231,5
4233,5
4235,2
4235,4
4235,5
4235,6
4242,4
4243,5
4248,5
4249,4
4249,6
4250,6
4254,1
4257,2
4257,4
4259,7
4261,3
4263,2
4272,5
4273,3
4275,5
4276,3
4276,5
4276,6
4277,3
4277,5
4277,6
4279,2
4279,7
4291,5
4297,2
4298,2
4301,4
4302,2
4302,5
4304,5
4311,5
4313,2
4313,3
4313,4
4317,2
4318,2
4318,3
4318,4
4325,2
4325,5
4327,1
4327,2
4328,2
4341,4
4347,5
4352,5
4361,5
4362,3
4364,2
4366,5
4367,5
4374,5
4379,3
4379,6
4382,2
4382,3
4384,2
4386,3
4386,4
4387,4
4388,4
4399,5
4401,5
4402,2
4407,2
4407,5
4411,6
4413,2
4414,2
4415,2
4415,3
4417,4
4420,4
4425,5
4430,5
4436,4
4439,2
4441,2
4441,5
4455,3
4457,2
4457,6
4457,7
4468,5
4472,3
4478,4
4484,5
4489,4
4490,5
4491,5
4493,2
